2026-05-30 08:15:49 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:15:49 | INFO     | SYSTEM               | ETF Trading System Started - 2026-05-30 08:15:49
2026-05-30 08:15:49 | INFO     | SYSTEM               | Log file: C:\durgesh\PS5673\logs\trading.log
2026-05-30 08:15:50 | INFO     | SYSTEM               | Mode: LIVE TRADING
2026-05-30 08:15:50 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:15:54 | INFO     | backend.auth.manager | Starting authentication...
2026-05-30 08:15:54 | DEBUG    | backend.auth.token_store | Loaded enctoken from local file
2026-05-30 08:15:54 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): kite.zerodha.com:443
2026-05-30 08:15:54 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/user/profile HTTP/11" 403 None
2026-05-30 08:15:54 | WARNING  | backend.auth.manager | Saved enctoken is expired
2026-05-30 08:15:54 | INFO     | backend.auth.manager | Saved token expired — trying CDP browser extraction (preserves browser session)...
2026-05-30 08:15:54 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9222
2026-05-30 08:15:58 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9223
2026-05-30 08:16:02 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9224
2026-05-30 08:16:06 | DEBUG    | backend.auth.manager | CDP attempt 1/5: no debug-port browser — retrying...
2026-05-30 08:16:09 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9222
2026-05-30 08:16:13 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9223
2026-05-30 08:16:17 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9224
2026-05-30 08:16:21 | DEBUG    | backend.auth.manager | CDP attempt 2/5: no debug-port browser — retrying...
2026-05-30 08:16:23 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9222
2026-05-30 08:16:27 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9223
2026-05-30 08:16:31 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9224
2026-05-30 08:16:35 | DEBUG    | backend.auth.manager | CDP attempt 3/5: no debug-port browser — retrying...
2026-05-30 08:16:38 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9222
2026-05-30 08:16:42 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9223
2026-05-30 08:16:46 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9224
2026-05-30 08:16:50 | DEBUG    | backend.auth.manager | CDP attempt 4/5: no debug-port browser — retrying...
2026-05-30 08:16:53 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9222
2026-05-30 08:16:57 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9223
2026-05-30 08:17:01 | DEBUG    | urllib3.connectionpool | Starting new HTTP connection (1): localhost:9224
2026-05-30 08:17:05 | DEBUG    | backend.auth.manager | No CDP-enabled browser on ports 9222-9224
2026-05-30 08:17:05 | INFO     | backend.auth.manager | No browser found — using credentials login (headless mode only)
2026-05-30 08:17:05 | INFO     | backend.auth.manager | Performing fresh credentials login (no browser detected)...
2026-05-30 08:17:05 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "POST /api/login HTTP/11" 200 None
2026-05-30 08:17:05 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "POST /api/twofa HTTP/11" 200 42
2026-05-30 08:17:05 | INFO     | backend.auth.token_store | ✓ Enctoken saved to C:\durgesh\PS5673\config\enctoken.json
2026-05-30 08:17:05 | INFO     | backend.auth.manager | Fresh login successful for PS5673
2026-05-30 08:17:05 | INFO     | backend.auth.manager | ✓ Authenticated using credentials login
2026-05-30 08:17:05 | INFO     | backend.data.historical | Loading historical data...
2026-05-30 08:17:05 | INFO     | backend.data.historical | Loading data for 9 symbols: 'MON100'GOLDBEES'SILVERBEES'JUNIORBEES'MINDSPACE-RR'EMBASSY-RR'BANKBEES'HNGSNGBEES'MID150BEES'
2026-05-30 08:17:05 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): api.kite.trade:443
2026-05-30 08:17:05 | DEBUG    | urllib3.connectionpool | https://api.kite.trade:443 "GET /instruments HTTP/11" 200 1656689
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instruments CSV for historical from https://api.kite.trade/instruments (120943 rows)
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | Instruments CSV loaded: 120943 rows, segments: ['BFO-FUT', 'BFO-OPT', 'BSE', 'CDS-FUT', 'CDS-OPT', 'INDICES', 'MCX-FUT', 'MCX-OPT', 'NCO', 'NCO-FUT', 'NCO-OPT', 'NFO-FUT', 'NFO-OPT', 'NSE']
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | MON100: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for MON100: 5821185
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | GOLDBEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for GOLDBEES: 3693569
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | SILVERBEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for SILVERBEES: 2068481
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | JUNIORBEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for JUNIORBEES: 2800385
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | MINDSPACE-RR: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for MINDSPACE-RR: 5710849
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | EMBASSY-RR: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for EMBASSY-RR: 2402049
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | BANKBEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for BANKBEES: 2928385
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | HNGSNGBEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for HNGSNGBEES: 4680705
2026-05-30 08:17:06 | DEBUG    | backend.data.historical | MID150BEES: found in segment 'NSE'
2026-05-30 08:17:06 | INFO     | backend.data.historical | ✓ Instrument token for MID150BEES: 2177537
2026-05-30 08:17:06 | INFO     | backend.data.historical | 📥 MON100: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/5821185/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ MON100: added 1 new candles (CSV now has 296 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 296 daily candles for MON100
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 GOLDBEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/3693569/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ GOLDBEES: added 1 new candles (CSV now has 296 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 296 daily candles for GOLDBEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 SILVERBEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/2068481/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ SILVERBEES: added 1 new candles (CSV now has 296 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 296 daily candles for SILVERBEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 JUNIORBEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/2800385/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ JUNIORBEES: added 1 new candles (CSV now has 285 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 285 daily candles for JUNIORBEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 MINDSPACE-RR: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/5710849/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ MINDSPACE-RR: added 1 new candles (CSV now has 296 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 296 daily candles for MINDSPACE-RR
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 EMBASSY-RR: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/2402049/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ EMBASSY-RR: added 1 new candles (CSV now has 296 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 296 daily candles for EMBASSY-RR
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 BANKBEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/2928385/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ BANKBEES: added 1 new candles (CSV now has 275 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 275 daily candles for BANKBEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 HNGSNGBEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/4680705/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ HNGSNGBEES: added 1 new candles (CSV now has 274 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 274 daily candles for HNGSNGBEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | 📥 MID150BEES: CSV data stale (last=2026-05-27). Fetching 2026-05-28 → 2026-05-29...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/instruments/historical/2177537/day?from=2026-05-28&to=2026-05-29&continuous=0&oi=1 HTTP/11" 200 None
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✅ MID150BEES: added 1 new candles (CSV now has 335 bars)
2026-05-30 08:17:07 | DEBUG    | backend.data.historical | Loaded 335 daily candles for MID150BEES
2026-05-30 08:17:07 | INFO     | backend.data.historical | ✓ Historical data loaded for 9 symbols (active + BnH)
2026-05-30 08:17:07 | INFO     | backend.data.realtime | Initializing WebSocket connection...
2026-05-30 08:17:07 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): api.kite.trade:443
2026-05-30 08:17:08 | DEBUG    | urllib3.connectionpool | https://api.kite.trade:443 "GET /instruments HTTP/11" 200 1656689
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ Instruments CSV from https://api.kite.trade/instruments (120943 rows)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | Looking up tokens for: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES, MID150BEES, LIQUIDCASE
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ MON100: token 5821185 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ GOLDBEES: token 3693569 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ SILVERBEES: token 2068481 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ JUNIORBEES: token 2800385 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ MINDSPACE-RR: token 5710849 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ EMBASSY-RR: token 2402049 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ BANKBEES: token 2928385 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ HNGSNGBEES: token 4680705 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ MID150BEES: token 2177537 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ LIQUIDCASE: token 5568001 (segment=NSE)
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ Index NIFTY 50: token 256265
2026-05-30 08:17:09 | INFO     | backend.data.realtime | ✓ Index GIFT NIFTY: token 291849
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ Index NIFTY MIDCAP 150: token 266249
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ Index INDIA VIX: token 264969
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ Token cache saved: 14 tokens → instrument_tokens.json
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ 14 instrument tokens ready
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ WebSocket initialized
2026-05-30 08:17:10 | INFO     | backend.data.realtime | Starting WebSocket connection...
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ WebSocket connected successfully
2026-05-30 08:17:10 | INFO     | backend.data.realtime | Subscribing to 14 instruments...
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✅ Subscribe called successfully
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✅ Set mode to FULL successfully
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✅ Subscribed to 14 instruments - waiting for ticks...
2026-05-30 08:17:10 | INFO     | backend.data.realtime | ✓ WebSocket connected and subscribed
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Syncing portfolio with Zerodha...
2026-05-30 08:17:12 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/holdings HTTP/11" 200 None
2026-05-30 08:17:12 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | LIQUIDCASE (Holdings): 36318 free + 45000 pledged + 0 T1 = 81318 units @ ₹114.30
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | LIQUIDCASE Total: 81318 units = ₹9294647.40
2026-05-30 08:17:12 | DEBUG    | backend.portfolio.tracker | Slot locked: SILVERBEES (Holdings)
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Slots: 7 available, 1 locked (SILVERBEES)
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | ✓ Portfolio synced successfully
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | PORTFOLIO SUMMARY
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | LIQUIDCASE: 81318 units (₹9294647.40)
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Held ETFs (1): SILVERBEES
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | Available slots: 7/8
2026-05-30 08:17:12 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:17:12 | INFO     | backend.strategy.intraday_engine | Dip Accumulator engine initialised for ['MID150BEES']
2026-05-30 08:17:12 | INFO     | frontend.app         | Dashboard initialized with backend instances
